mah_id,education_score,health_score,green_score,quiet_score,safety_score,heat_comfort,transport_score,walkability_score,social_score,nightlight_score,population_balance,daily_needs_score,coastal_proximity,affordability_score,built_growth_score
dosemealti_eksili,45.56,29.44,51.86,48.25,43.31,7.57,79.22,46.49,42.32,48.03,87.06,47.64,22.7,52.03,48.46
dosemealti_ilicakoy,66.61,82.95,13.49,45.07,31.47,4.39,79.22,63.05,58.33,53.18,95.5,70.12,22.04,57.13,51.86
dosemealti_karaman,16.28,29.44,99.34,63.93,59.87,67.98,70.07,56.36,29.06,27.96,96.88,19.96,7.24,28.73,20.29
dosemealti_karatas,69.57,29.44,0.55,36.18,16.89,0.66,75.71,66.78,61.07,58.11,86.84,69.96,29.28,61.68,65.13
dosemealti_karaveliler,57.46,29.44,45.72,51.97,53.84,42.98,75.93,42.76,39.36,35.42,81.8,65.13,7.24,46.27,43.53
dosemealti_kevsirler,16.28,29.44,5.7,39.47,25.99,0.11,66.34,48.03,48.46,53.95,45.45,19.96,27.96,52.41,58.55
dosemealti_kovanlik,57.46,29.44,37.83,52.3,48.57,51.43,84.65,39.25,50.99,41.34,70.18,53.78,7.24,51.64,51.97
dosemealti_killik,45.56,29.44,56.36,82.35,65.13,69.08,71.71,26.86,25.44,27.19,87.28,43.91,7.24,38.43,33.77
dosemealti_nebiler,66.61,70.07,93.53,32.46,41.56,47.15,80.04,72.92,61.95,66.23,55.76,53.78,35.31,70.18,73.25
dosemealti_orta,57.46,29.44,57.89,37.83,40.13,44.52,89.25,66.56,61.51,53.29,73.46,49.51,7.24,55.48,46.27
dosemealti_selimiye,16.28,29.44,0.33,34.21,7.35,1.97,68.53,64.58,53.07,68.09,16.89,51.7,30.48,63.76,60.75
dosemealti_tomalar,83.83,83.5,59.98,82.35,8.88,4.28,81.69,78.07,73.9,75.44,61.62,72.92,32.46,72.7,74.12
dosemealti_yalinli,52.58,74.18,91.12,35.96,21.27,27.08,90.52,76.97,71.71,75.0,57.89,70.89,32.57,71.22,66.12
dosemealti_yagca,82.46,60.03,34.87,43.86,36.62,41.78,67.49,57.68,49.67,57.35,65.9,55.65,7.24,55.26,49.01
dosemealti_yesilbayir,88.21,71.16,96.05,24.01,11.18,1.54,99.89,78.73,79.28,81.14,13.82,79.06,32.68,73.46,69.96
dosemealti_ciglik,73.36,29.44,9.98,82.35,14.14,1.32,82.13,64.69,62.06,64.04,92.54,57.57,30.37,64.14,63.16
elmali_ahatli,34.48,60.03,30.81,82.35,80.59,70.72,24.78,29.28,3.78,26.43,80.37,41.01,30.92,39.69,33.44
elmali_akcaenis,96.87,29.44,7.68,32.35,5.04,37.5,24.78,66.67,63.49,44.85,97.59,19.96,30.7,61.4,53.29
elmali_akcay,57.46,66.67,5.37,41.01,21.16,35.2,24.78,51.64,65.79,47.26,72.81,70.29,33.0,57.68,54.71
elmali_armutlu,16.28,29.44,43.97,50.88,50.77,85.86,24.78,4.39,30.15,33.55,60.25,19.96,35.09,33.66,43.86
korkuteli_avdan,57.46,29.44,19.19,82.35,63.05,22.59,24.78,4.06,44.85,12.28,87.77,19.96,17.43,19.74,21.93
elmali_bayindir,16.28,29.44,11.4,82.35,70.83,8.11,58.61,9.1,21.05,30.04,68.53,19.96,21.6,34.43,38.6
elmali_bayralar,66.61,29.44,3.73,44.74,5.59,18.64,24.78,52.85,54.17,39.04,89.25,61.29,29.61,58.66,52.19
elmali_beyler,16.28,29.44,0.99,37.94,8.22,10.96,24.78,20.18,50.11,41.01,51.97,19.96,28.51,48.68,45.72
elmali_bozhuyuk,53.45,29.44,6.03,82.35,39.58,30.04,24.78,7.79,21.82,38.93,36.51,19.96,22.81,25.6,26.21
elmali_buyuksogle,16.28,29.44,16.23,63.27,69.41,61.18,24.78,3.95,44.63,9.1,78.95,19.96,26.1,15.68,19.63
elmali_camiatik,62.12,87.39,30.7,82.35,93.31,7.79,64.36,81.47,82.35,80.7,88.76,64.8,23.9,79.39,69.41
elmali_camicedit,67.87,73.14,32.35,43.09,98.03,11.84,59.05,71.27,43.64,49.01,51.97,54.44,22.59,58.33,23.68
elmali_derekoy,16.28,29.44,29.17,82.35,78.07,49.23,24.78,2.08,3.78,15.35,15.46,19.96,18.64,0.77,9.65
elmali_duden,57.46,29.44,6.69,45.18,30.81,26.32,56.3,39.14,53.51,52.96,88.76,53.78,26.97,52.25,49.56
elmali_eskihisar,62.12,29.44,21.27,82.35,51.54,62.61,24.78,50.77,40.46,42.87,90.79,61.29,21.38,54.11,55.59
elmali_eymir,73.36,29.44,1.21,42.65,5.37,5.48,24.78,52.08,52.52,39.47,93.86,57.57,26.75,56.36,51.75
elmali_gecmen,16.28,29.44,22.15,82.35,78.73,70.39,24.78,12.5,3.78,8.0,61.18,19.96,29.06,4.93,20.5
elmali_gecit,16.28,29.44,15.13,82.35,31.69,44.96,24.78,4.71,3.78,30.59,45.45,19.96,25.0,21.38,42.98
elmali_gokpinar,16.28,29.44,0.88,43.53,33.88,0.22,56.3,47.26,52.19,59.1,75.88,49.51,23.25,49.45,49.45
elmali_muren,16.28,29.44,11.84,82.35,44.74,36.95,24.78,13.16,18.86,30.81,98.08,19.96,20.5,31.03,35.42
elmali_goltarla,16.28,29.44,85.42,63.49,55.26,95.61,24.78,17.76,16.67,13.38,35.03,19.96,34.32,14.97,22.15
elmali_gumusyaka,16.28,29.44,23.36,82.35,81.36,15.24,24.78,0.44,3.78,13.71,25.82,19.96,17.87,4.06,11.84
elmali_gundogan,77.8,82.18,87.39,23.9,97.81,15.57,61.95,84.54,82.24,78.84,47.92,87.23,24.12,79.82,71.82
elmali_hacimusalar,16.28,29.44,0.11,38.71,26.86,3.62,24.78,30.04,53.18,46.16,39.69,19.96,28.62,48.46,48.68
elmali_kapmescit,62.12,70.72,12.94,82.35,56.58,4.82,57.13,74.45,55.37,80.04,60.75,51.7,23.36,74.23,65.68
elmali_karakoy,16.28,29.44,16.78,82.35,49.23,51.64,24.78,3.73,3.78,22.92,18.09,19.96,18.86,11.84,32.57
elmali_karamik,16.28,29.44,34.43,58.99,35.86,69.74,24.78,6.8,22.04,18.75,62.5,19.96,33.77,24.45,34.76
elmali_karyagdi,62.66,64.86,13.27,23.46,34.54,7.46,52.74,68.09,75.55,67.0,24.01,76.54,25.11,66.89,61.4
elmali_kizilca,16.28,29.44,21.49,55.37,66.12,22.48,24.78,1.32,10.96,30.7,38.76,19.96,28.29,22.04,39.47
elmali_kisla,45.56,29.44,2.74,48.46,24.89,9.21,24.78,16.78,35.2,38.6,70.61,19.96,24.78,37.77,41.45
elmali_kocapinar,34.48,60.03,11.18,57.35,62.28,8.0,51.1,13.71,9.98,50.88,66.23,41.01,25.88,37.28,25.99
elmali_kuzkoy,16.28,29.44,28.4,82.35,40.46,68.2,24.78,0.88,3.78,13.05,28.51,19.96,26.54,12.94,28.62
elmali_kucuksogle,45.56,29.44,30.26,82.35,66.23,74.67,24.78,10.64,17.76,4.06,48.3,19.96,28.73,11.18,13.27
elmali_macun,16.28,29.44,22.59,82.35,90.46,52.19,24.78,2.85,3.78,12.17,57.24,19.96,19.3,7.57,31.8
elmali_mursal,16.28,29.44,2.08,82.35,17.65,20.94,24.78,13.05,3.78,25.33,68.2,19.96,26.64,23.79,38.82
elmali_pirhasanlar,16.28,29.44,0.44,82.35,5.15,20.18,24.78,11.73,3.78,36.84,64.97,19.96,26.86,26.97,47.7
elmali_salur,45.56,29.44,18.64,82.35,45.29,41.01,24.78,1.97,27.63,37.39,99.67,19.96,22.37,28.4,43.75
elmali_sarilar,16.28,29.44,0.22,82.35,7.46,23.03,24.78,6.91,3.78,44.63,48.57,19.96,30.04,28.02,50.77
elmali_tahtamescit,38.76,63.98,25.22,82.35,98.46,67.11,53.07,41.67,16.23,35.75,56.09,43.91,22.26,43.15,30.15
elmali_tavullar,16.28,29.44,0.77,82.35,14.69,9.98,24.78,16.01,11.84,28.73,54.77,19.96,27.19,33.28,46.71
elmali_tekke,86.84,29.44,36.29,55.7,48.79,87.5,24.78,45.61,28.29,22.81,83.28,61.29,34.98,47.15,32.46
elmali_toklular,77.8,75.66,14.04,82.35,100.0,19.3,61.95,88.82,75.99,82.46,58.55,58.28,23.57,83.44,79.39
elmali_yakaciftlikkoyu,45.56,29.44,36.07,82.35,53.29,65.79,24.78,9.21,23.03,20.61,79.22,19.96,29.82,25.27,37.83
elmali_yalnizdam,16.28,29.44,6.14,82.35,34.76,42.87,24.78,6.58,12.06,42.65,58.77,19.96,22.48,23.25,35.2
elmali_yaprakli,16.28,29.44,30.92,82.35,93.75,82.68,24.78,0.22,3.78,6.91,47.7,19.96,17.65,1.21,12.83
elmali_yeni,94.96,85.31,25.11,23.36,40.02,6.36,64.69,72.04,80.37,75.77,16.45,84.43,25.33,73.68,65.57
elmali_yilmazli,16.28,29.44,25.99,82.35,57.13,32.89,24.78,1.86,3.78,21.93,65.68,19.96,21.27,24.67,53.18
elmali_yuva,64.47,68.26,33.11,57.46,59.54,69.85,24.78,8.77,33.33,23.68,51.64,53.12,25.44,43.64,28.73
elmali_yorenler,16.28,29.44,33.88,82.35,99.01,76.64,24.78,5.15,3.78,6.69,14.25,19.96,19.85,0.33,4.28
elmali_zumrutova,83.83,29.44,73.03,58.77,50.44,83.22,24.78,53.95,48.57,26.54,98.08,67.38,34.76,51.1,39.04
elmali_ilyagi,16.28,29.44,16.56,82.35,68.64,6.58,24.78,22.81,27.41,22.48,76.37,19.96,16.01,33.0,30.92
elmali_caybasi,91.83,29.44,1.43,45.61,6.69,50.33,24.78,58.66,45.39,52.85,77.14,66.01,31.14,61.24,55.37
elmali_cobanisa,16.28,29.44,17.76,51.21,46.6,1.43,24.78,55.15,40.57,33.22,35.03,19.96,17.98,49.89,41.89
elmali_cukurelma,16.28,70.72,31.69,82.35,50.11,5.04,24.78,50.88,35.42,29.06,71.0,61.29,19.41,48.79,32.79
elmali_ozdemir,57.46,29.44,34.54,46.93,50.88,17.65,54.55,50.55,40.35,33.66,79.55,55.65,16.78,44.63,33.11
elmali_imircik,16.28,29.44,17.87,82.35,37.39,47.81,24.78,6.47,3.78,23.57,26.86,19.96,24.34,12.39,21.05
elmali_iplik_pazari,91.83,79.55,3.95,10.31,58.77,31.47,61.95,92.43,85.96,88.38,92.93,72.92,24.01,88.71,97.04
elmali_islamlar,16.28,29.44,20.72,82.35,58.88,50.66,24.78,18.31,22.92,28.18,84.92,57.57,28.84,43.91,34.32
finike_alacadag,16.28,29.44,56.58,62.28,92.0,93.64,24.78,31.58,46.38,23.36,41.39,49.51,42.65,25.88,22.81
finike_arif,63.43,29.44,50.77,82.35,91.89,93.31,24.78,14.91,19.52,10.31,83.99,46.05,36.84,25.0,21.38
finike_asaronu,16.28,29.44,78.07,82.35,95.61,86.4,24.78,24.89,3.78,19.96,43.75,19.96,44.19,5.15,11.95
demre_beymelek,70.39,78.62,92.54,41.78,47.37,84.21,80.37,57.24,64.14,50.33,30.26,67.65,48.03,58.44,75.0
finike_boldag,16.28,29.44,92.43,59.43,80.15,79.5,51.1,54.71,62.83,29.28,33.39,41.01,48.36,39.25,14.47
finike_dagbag,16.28,29.44,64.58,82.35,69.52,90.24,24.78,3.84,3.78,12.5,41.67,19.96,41.45,16.12,26.54
finike_ernez,45.56,29.44,44.85,82.35,81.14,75.22,24.78,9.65,16.78,18.42,97.7,19.96,39.47,21.6,23.79
finike_eski,51.37,84.98,80.81,21.05,63.93,56.47,82.68,70.5,81.47,76.1,62.99,78.07,84.21,73.9,56.14
finike_gokbuk,16.28,29.44,78.29,82.35,68.86,67.76,24.78,44.63,50.66,25.0,74.4,55.65,42.98,45.5,33.0
finike_gokceyaka,16.28,29.44,66.12,59.21,83.33,86.62,24.78,23.03,9.1,17.87,40.08,19.96,41.12,4.71,7.89
finike_hasyurt,87.12,73.36,95.07,27.74,8.55,59.32,90.02,73.25,73.46,73.25,21.16,84.32,97.7,71.05,69.63
finike_kale,83.83,71.71,42.11,19.96,38.38,67.32,63.54,82.24,89.14,86.73,63.49,80.59,97.48,80.32,61.62
finike_karsiyaka,38.76,63.98,48.68,27.19,99.67,56.69,57.13,81.91,72.04,83.99,69.02,69.52,94.41,79.28,59.21
finike_kizilca,62.12,75.66,27.19,82.35,49.56,44.74,68.53,85.42,73.57,79.93,88.27,58.28,95.61,81.25,63.82
finike_kum,81.58,80.26,93.86,25.44,2.08,65.02,79.61,75.99,77.96,77.85,12.83,83.11,98.68,76.48,78.07
finike_sahilkent,70.39,71.49,96.27,34.54,33.99,69.41,86.46,68.75,67.76,59.65,32.89,73.74,78.73,63.05,62.17
finike_saklisu,16.28,29.44,50.44,45.5,28.62,64.91,54.55,47.81,57.89,49.45,91.39,54.77,88.6,54.44,57.57
finike_turuncova,54.11,79.06,93.2,29.5,30.04,73.9,67.87,63.82,71.93,65.13,15.35,87.77,89.04,66.72,66.01
finike_yalniz,45.56,29.44,77.85,64.04,91.12,91.12,24.78,13.27,19.74,11.73,99.01,19.96,38.16,22.7,17.11
finike_yazir,16.28,29.44,50.66,82.35,71.49,89.25,24.78,5.59,20.83,16.78,66.39,19.96,38.6,18.91,18.09
finike_yeni,96.87,92.16,32.68,10.2,2.63,47.37,83.72,94.85,93.64,90.68,18.53,91.83,99.23,98.36,87.72
finike_yesilkoy,45.56,29.44,57.79,82.35,85.42,89.91,24.78,8.44,18.42,11.51,59.87,19.96,39.14,7.68,10.64
finike_yesilyurt,84.65,68.26,96.82,33.88,40.24,72.81,73.46,63.93,63.71,59.87,32.57,73.74,74.01,64.31,60.96
finike_yuvali,86.84,29.44,81.14,44.63,47.15,76.97,24.78,71.38,60.31,57.68,42.21,74.78,64.69,66.72,67.32
finike_camlibel,16.28,29.44,42.54,82.35,79.39,88.6,24.78,10.31,3.78,9.21,38.21,19.96,38.38,12.17,14.58
finike_iskele,66.61,29.44,87.06,34.98,32.24,61.62,70.83,64.04,66.45,67.43,36.73,59.59,73.36,67.32,75.22
gazipasa_akoluk,16.28,29.44,39.14,82.35,84.54,96.82,24.78,24.67,9.21,3.29,19.46,19.96,46.93,0.66,1.43
gazipasa_aydin,86.18,78.73,27.74,20.5,16.78,32.79,53.4,77.63,77.08,75.11,44.85,78.95,98.79,84.76,97.92
gazipasa_aydincik,16.28,29.44,31.58,33.66,42.76,42.65,52.36,62.5,58.0,66.89,89.8,44.46,96.05,66.34,91.01
gazipasa_bakilar,65.24,29.44,36.51,82.35,33.66,36.73,24.78,60.42,54.93,71.6,76.1,43.26,98.46,67.54,98.14
gazipasa_beyobasi,16.28,29.44,42.98,82.35,54.82,39.25,24.78,58.77,49.01,63.16,46.49,42.54,96.16,57.79,80.48
gazipasa_beyrebucak,71.33,29.44,98.14,58.22,72.59,64.58,24.78,58.55,59.98,46.71,62.72,66.78,91.56,59.65,85.2
gazipasa_cumhuriyet,83.83,92.54,88.82,24.89,30.37,53.84,65.41,77.41,84.32,74.12,35.86,85.8,97.92,77.19,88.71
gazipasa_doganca,45.56,29.44,77.74,55.26,77.3,93.86,24.78,44.19,36.07,21.38,59.38,19.96,52.3,12.83,6.25
gazipasa_ekmel,61.24,29.44,37.28,35.75,34.98,46.27,24.78,58.22,64.69,66.34,80.7,57.07,97.15,65.08,88.93
gazipasa_esenpinar,16.28,29.44,74.67,82.35,87.17,91.78,24.78,37.17,3.78,8.55,13.49,19.96,48.79,0.44,7.46
gazipasa_esentepe,91.83,29.44,53.51,32.02,83.66,40.79,24.78,73.03,63.27,71.71,81.91,66.01,96.93,76.75,87.94
gazipasa_gazi,85.69,69.57,32.46,23.14,26.32,45.07,75.55,74.89,78.07,76.64,25.99,97.81,98.25,82.02,97.59
gazipasa_gokcebelen,16.28,29.44,64.14,46.71,74.56,72.26,24.78,30.7,31.14,13.16,42.11,19.96,63.82,8.0,4.17
gazipasa_gokcesaray,16.28,29.44,75.22,82.35,92.65,96.27,24.78,35.64,10.2,3.18,32.68,19.96,51.43,1.75,4.39
gazipasa_gocuk,34.48,29.44,82.68,82.35,90.68,66.67,24.78,40.46,14.8,30.92,88.38,19.96,66.78,32.35,42.87
gazipasa_guneykoy,45.56,29.44,83.44,42.87,69.19,71.38,24.78,51.86,50.0,43.53,85.58,46.05,91.23,47.26,56.91
gazipasa_gurcam,16.28,29.44,76.43,82.35,96.16,94.85,24.78,39.8,28.95,4.61,35.03,19.96,56.36,8.11,3.95
gazipasa_hasdere,87.77,29.44,49.01,47.48,44.08,63.71,24.78,53.62,38.93,52.63,95.18,19.96,94.85,57.35,86.73
gazipasa_ilica,45.56,29.44,88.93,82.35,90.35,84.54,24.78,33.77,36.18,24.56,78.07,19.96,42.0,13.05,6.69
gazipasa_kahyalar,57.46,73.9,82.13,39.58,50.22,56.25,54.55,63.49,57.79,57.02,68.09,62.88,92.54,62.17,73.03
gazipasa_karalar,45.56,29.44,55.15,82.35,75.22,58.77,24.78,43.2,23.9,40.24,65.57,19.96,84.43,36.68,52.52
gazipasa_karatepe,45.56,29.44,61.4,82.35,90.9,88.82,24.78,36.29,25.55,17.54,78.78,19.96,40.68,10.09,14.91
gazipasa_karacukur,16.28,29.44,74.89,82.35,95.83,83.11,24.78,41.89,3.78,25.66,32.79,19.96,50.33,0.22,4.71
gazipasa_kirahmetler,36.57,29.44,43.75,46.27,63.27,48.03,24.78,54.39,51.43,49.89,53.13,46.05,90.9,57.46,80.81
gazipasa_kizilguney,16.28,29.44,60.75,82.35,97.92,63.82,24.78,37.72,32.79,38.38,80.92,19.96,68.2,31.8,44.41
gazipasa_koru,16.28,29.44,94.63,42.76,34.65,52.41,57.57,61.95,65.57,64.8,75.22,62.88,97.37,69.08,86.62
gazipasa_korubasi,38.76,29.44,38.27,82.35,46.71,53.07,24.78,58.33,39.58,60.53,64.58,41.01,94.63,60.75,91.56
gazipasa_kucuklu,16.28,29.44,84.32,82.35,87.61,55.81,24.78,43.75,27.85,44.3,92.93,19.96,84.65,33.99,50.22
gazipasa_macar,57.46,29.44,41.34,82.35,61.51,59.43,24.78,55.92,41.45,50.11,87.61,41.01,95.72,58.22,94.85
gazipasa_muzkent,57.46,29.44,46.49,49.45,69.96,61.4,24.78,56.58,44.41,37.17,87.39,56.63,93.64,48.9,64.25
gazipasa_pazarci,99.89,80.04,35.53,20.39,2.3,40.57,73.14,82.89,87.17,81.91,9.54,78.18,99.67,81.47,95.29
gazipasa_sariagac,45.56,29.44,34.1,35.53,17.43,46.6,66.56,63.16,69.63,68.75,77.58,70.61,98.03,70.72,90.9
gazipasa_sugozu,16.28,29.44,50.99,57.79,74.01,98.36,24.78,42.54,48.25,20.5,59.05,19.96,40.9,20.61,14.8
gazipasa_yakacik,45.56,29.44,69.96,82.35,65.46,82.57,24.78,33.99,54.61,28.62,65.79,19.96,94.3,42.43,48.25
gazipasa_yeni,67.87,77.69,38.38,15.46,15.68,35.09,55.7,84.21,87.94,77.52,40.46,83.55,99.45,85.86,86.07
gazipasa_yeniguney,16.28,29.44,74.78,82.35,90.13,82.89,24.78,33.44,10.53,13.6,40.57,19.96,49.23,1.43,1.43
gazipasa_yenikoy,71.33,29.44,57.46,54.93,91.56,76.75,24.78,42.21,33.99,29.82,89.64,19.96,41.56,20.07,16.45
gazipasa_yesilyurt,16.28,29.44,58.22,82.35,91.67,94.52,24.78,37.83,8.88,2.3,53.95,19.96,43.97,2.41,9.21
gazipasa_zeytinada,16.28,65.3,60.09,52.41,93.42,83.0,24.78,30.92,55.81,24.89,90.63,56.63,85.2,30.48,29.39
gazipasa_cakmak,16.28,29.44,54.39,57.57,77.96,67.87,24.78,36.4,23.36,20.29,47.7,19.96,66.45,8.88,15.02
gazipasa_calipinar,45.56,29.44,45.39,82.35,53.18,51.54,24.78,38.27,41.89,53.51,83.06,19.96,93.75,48.57,68.42
gazipasa_camlica,16.28,29.44,46.82,82.35,71.27,90.13,24.78,24.23,14.69,3.62,29.61,19.96,41.67,3.18,1.43
gazipasa_ciglik,16.28,29.44,53.18,82.35,72.15,95.94,24.78,15.57,15.79,0.99,66.61,19.96,44.3,0.88,3.29
gazipasa_cobanlar,34.48,29.44,49.67,39.69,56.47,63.27,24.78,55.81,49.12,54.17,71.98,49.51,92.98,62.72,96.71
gazipasa_corus,16.28,29.44,72.92,82.35,86.51,81.03,24.78,40.9,9.76,15.68,53.34,19.96,46.16,19.19,13.05
gazipasa_cile,16.28,29.44,78.62,82.35,94.74,86.07,24.78,44.85,11.62,17.0,33.66,19.96,52.63,3.4,3.51
gazipasa_cimenbag,16.28,29.44,54.17,82.35,81.69,62.28,24.78,21.93,14.04,15.57,29.11,19.96,50.22,13.93,7.13
gazipasa_oznurtepe,16.28,29.44,88.05,82.35,86.4,79.93,24.78,36.73,10.42,11.84,27.52,19.96,43.75,2.85,6.47
gazipasa_uckonak,16.28,29.44,56.47,47.7,97.7,62.94,24.78,41.34,36.4,11.29,25.33,19.96,50.11,10.42,5.37
gazipasa_inal,16.28,29.44,78.95,82.35,95.18,92.98,24.78,40.79,8.44,6.03,50.11,19.96,62.61,2.63,10.42
gazipasa_incegiz,16.28,29.44,70.39,82.35,98.14,65.68,24.78,29.17,12.61,26.21,52.96,19.96,54.61,19.08,39.25
gazipasa_istiklal,100.0,82.18,25.55,13.05,20.07,38.71,67.49,84.43,87.72,82.02,26.97,84.81,98.9,89.58,96.6
gundogmus_akyar,57.46,29.44,28.84,82.35,85.2,74.34,24.78,19.52,16.89,8.33,58.11,46.05,21.49,19.46,15.35
alanya_bayir,16.28,29.44,78.4,82.35,88.6,53.73,24.78,16.67,17.65,16.01,57.68,19.96,22.92,3.29,1.43
alanya_bayirkozagaci,16.28,29.44,80.59,82.35,89.47,92.54,24.78,6.03,8.99,4.17,29.61,19.96,25.55,3.84,8.22
gundogmus_bedan,45.56,29.44,20.18,64.47,77.74,95.72,24.78,10.2,14.91,4.39,65.13,19.96,18.97,5.48,9.43
alanya_burcaklar,16.28,29.44,70.18,82.35,83.44,80.59,24.78,34.21,38.71,39.91,64.09,19.96,37.61,40.19,39.91
gundogmus_eskibag,45.56,29.44,62.72,82.35,89.58,84.32,24.78,28.51,26.32,16.89,44.24,19.96,24.45,17.11,8.55
gundogmus_fatih,34.48,68.91,60.96,82.35,78.29,68.42,51.1,59.43,45.29,37.83,96.71,41.01,20.83,51.48,52.63
alanya_gozubuyuk,16.28,29.44,58.88,51.75,76.86,67.43,24.78,31.25,32.57,36.18,70.07,19.96,27.08,39.36,54.39
alanya_gumusgoze,16.28,29.44,77.52,52.19,80.48,79.28,24.78,27.85,32.35,29.17,44.96,19.96,33.44,20.18,18.64
alanya_guney,16.28,29.44,47.59,82.35,80.7,43.53,24.78,35.53,42.76,39.8,77.41,19.96,39.25,44.85,50.33
gundogmus_guneycik,45.56,29.44,79.71,82.35,87.28,77.3,24.78,18.42,27.74,11.18,34.1,19.96,27.85,14.14,17.32
gundogmus_guneyyaka,16.28,29.44,44.74,82.35,80.26,94.41,24.78,6.69,22.7,8.44,23.14,19.96,17.21,2.3,1.43
alanya_guzelbag,57.46,29.44,70.07,82.35,83.0,65.24,24.78,27.41,46.93,25.11,96.6,19.96,24.23,32.13,35.09
gundogmus_kalecik,16.28,29.44,92.76,82.35,85.75,73.14,24.78,31.36,36.95,9.54,19.85,19.96,21.71,29.17,12.06
gundogmus_karabul,16.28,29.44,80.04,82.35,94.08,81.8,24.78,12.06,12.94,13.49,31.52,19.96,20.39,10.64,1.43
gundogmus_karadere,16.28,29.44,69.41,82.35,93.86,96.05,24.78,27.52,19.63,7.68,40.08,19.96,18.09,7.46,1.43
alanya_karakocali,16.28,29.44,13.71,82.35,69.3,88.27,24.78,21.27,31.47,28.95,88.98,19.96,27.3,30.92,31.25
gundogmus_karakoy,16.28,29.44,77.41,82.35,70.5,70.29,24.78,46.6,41.01,21.71,26.64,19.96,23.68,41.34,38.49
alanya_karamanlar,57.46,29.44,87.72,82.35,67.54,70.5,24.78,35.42,30.37,25.55,79.55,19.96,25.66,31.69,13.6
gundogmus_karaisa,16.28,29.44,77.96,82.35,79.61,71.49,24.78,26.43,38.27,18.31,22.7,57.57,21.05,18.2,1.43
gundogmus_kayabuku,45.56,29.44,44.08,82.35,80.92,82.24,24.78,23.36,38.6,5.59,51.54,19.96,20.61,28.18,18.2
gundogmus_kozagaci,16.28,29.44,38.6,82.35,83.88,99.67,24.78,7.02,14.47,2.63,17.38,19.96,16.45,3.95,3.18
gundogmus_koprulu,16.28,29.44,56.91,82.35,97.26,97.37,24.78,23.14,15.68,20.94,72.15,46.05,25.77,20.5,12.28
gundogmus_naragaci,16.28,29.44,81.47,82.35,96.6,89.04,24.78,22.7,20.07,3.84,42.38,19.96,20.07,12.06,3.4
alanya_orhan,16.28,29.44,72.48,82.35,73.36,73.79,24.78,21.49,13.49,33.99,44.68,19.96,26.32,9.32,7.68
gundogmus_ortakonus,16.28,29.44,73.79,82.35,89.25,70.07,24.78,48.14,28.73,9.32,43.26,19.96,23.46,29.39,10.2
gundogmus_ortakoy,45.56,29.44,66.89,82.35,77.08,98.79,24.78,14.8,17.21,5.48,73.14,19.96,18.75,13.27,5.7
gundogmus_pembelik,16.28,29.44,9.32,64.58,68.42,98.68,24.78,9.43,14.58,1.64,25.66,19.96,14.91,4.61,11.29
akseki_pinarbasi,57.46,29.44,86.84,82.35,83.11,97.48,24.78,8.0,21.38,5.92,33.17,19.96,16.56,17.0,5.04
gundogmus_rasih_kaplan,84.48,76.86,96.16,36.07,70.39,94.19,59.43,69.96,66.23,39.69,99.45,70.89,19.74,61.07,53.95
alanya_saburlar,16.28,29.44,73.68,82.35,78.95,76.43,24.78,9.32,9.54,22.04,64.75,19.96,34.43,10.75,25.0
gundogmus_senir,16.28,29.44,79.82,82.35,82.02,59.65,24.78,11.84,24.56,21.05,58.11,19.96,20.94,17.21,24.23
gundogmus_serinyaka,45.56,29.44,92.65,82.35,67.32,87.17,24.78,22.37,49.34,17.76,35.75,19.96,20.29,31.58,24.89
alanya_suleymanlar,45.56,29.44,77.3,82.35,94.52,87.61,24.78,19.08,16.45,22.59,82.84,19.96,26.43,22.86,24.34
gundogmus_umutlu,16.28,29.44,89.14,82.35,92.87,46.38,24.78,20.39,26.86,16.23,75.11,19.96,21.93,32.68,32.13
alanya_yenice,45.56,29.44,56.25,47.92,68.2,63.05,24.78,20.5,39.69,41.56,74.23,19.96,28.18,36.18,35.75
gundogmus_yenikoy,16.28,29.44,67.87,82.35,75.66,86.95,24.78,19.74,14.14,23.25,18.31,19.96,24.67,16.67,7.24
gundogmus_camlialan,34.48,29.44,43.64,82.35,95.5,60.09,24.78,24.12,13.82,30.37,39.69,19.96,24.89,24.56,11.73
gundogmus_cayirozu,16.28,29.44,75.55,55.15,92.54,68.53,24.78,18.64,25.88,8.11,37.45,19.96,20.18,5.26,1.43
gundogmus_cicekoluk,45.56,29.44,76.86,82.35,93.09,86.84,24.78,5.81,25.66,5.7,36.24,19.96,19.52,6.91,5.48
gundogmus_ozugur,67.87,73.14,67.65,41.23,92.32,80.26,59.05,76.21,50.22,47.81,70.72,63.21,19.96,62.83,47.26
kas_ahatli,16.28,29.44,87.94,59.65,67.98,75.33,56.3,25.66,28.62,34.1,55.54,19.96,52.41,37.39,39.69
kas_aklar,57.46,29.44,71.16,82.35,73.57,93.2,24.78,28.95,47.15,19.52,72.48,41.01,41.23,32.89,29.82
kas_akoru,16.28,29.44,88.16,82.35,80.81,83.88,24.78,17.87,27.19,8.22,76.97,19.96,43.64,17.98,14.25
kas_andifli,62.66,88.93,96.93,16.56,57.35,77.74,80.54,73.79,86.51,73.46,12.28,81.8,93.86,69.19,65.02
kas_agullu,36.57,29.44,50.11,26.32,59.65,66.78,78.67,69.52,67.98,62.72,74.67,72.48,55.92,62.39,56.36
